"valor","unidad","vigenciadesde","vigenciahasta"
"3565.06","COP","2020-06-06T00:00:00.000","2020-06-08T00:00:00.000"
"3597.47","COP","2020-06-05T00:00:00.000","2020-06-05T00:00:00.000"
"3588.89","COP","2020-06-04T00:00:00.000","2020-06-04T00:00:00.000"
"3651.42","COP","2020-06-03T00:00:00.000","2020-06-03T00:00:00.000"
"3716.35","COP","2020-06-02T00:00:00.000","2020-06-02T00:00:00.000"
"3718.82","COP","2020-05-30T00:00:00.000","2020-06-01T00:00:00.000"
"3723.42","COP","2020-05-29T00:00:00.000","2020-05-29T00:00:00.000"
"3743.79","COP","2020-05-28T00:00:00.000","2020-05-28T00:00:00.000"
"3725.56","COP","2020-05-27T00:00:00.000","2020-05-27T00:00:00.000"
"3782.66","COP","2020-05-23T00:00:00.000","2020-05-26T00:00:00.000"
"3774.25","COP","2020-05-22T00:00:00.000","2020-05-22T00:00:00.000"
"3804.12","COP","2020-05-21T00:00:00.000","2020-05-21T00:00:00.000"
"3824.3","COP","2020-05-20T00:00:00.000","2020-05-20T00:00:00.000"
"3851.07","COP","2020-05-19T00:00:00.000","2020-05-19T00:00:00.000"
"3926.06","COP","2020-05-16T00:00:00.000","2020-05-18T00:00:00.000"
"3947.79","COP","2020-05-15T00:00:00.000","2020-05-15T00:00:00.000"
"3901.3","COP","2020-05-14T00:00:00.000","2020-05-14T00:00:00.000"
"3880.48","COP","2020-05-13T00:00:00.000","2020-05-13T00:00:00.000"
"3901.34","COP","2020-05-12T00:00:00.000","2020-05-12T00:00:00.000"
"3882.27","COP","2020-05-09T00:00:00.000","2020-05-11T00:00:00.000"
"3924.54","COP","2020-05-08T00:00:00.000","2020-05-08T00:00:00.000"
"3961.66","COP","2020-05-07T00:00:00.000","2020-05-07T00:00:00.000"
"3926.07","COP","2020-05-06T00:00:00.000","2020-05-06T00:00:00.000"
"3990.1","COP","2020-05-05T00:00:00.000","2020-05-05T00:00:00.000"
"3932.72","COP","2020-05-01T00:00:00.000","2020-05-04T00:00:00.000"
"3983.29","COP","2020-04-30T00:00:00.000","2020-04-30T00:00:00.000"
"4046.04","COP","2020-04-29T00:00:00.000","2020-04-29T00:00:00.000"
"4039.83","COP","2020-04-28T00:00:00.000","2020-04-28T00:00:00.000"
"4039.87","COP","2020-04-25T00:00:00.000","2020-04-27T00:00:00.000"
"4020.94","COP","2020-04-24T00:00:00.000","2020-04-24T00:00:00.000"
"4037.95","COP","2020-04-23T00:00:00.000","2020-04-23T00:00:00.000"
"4045.01","COP","2020-04-22T00:00:00.000","2020-04-22T00:00:00.000"
"3967.76","COP","2020-04-21T00:00:00.000","2020-04-21T00:00:00.000"
"3973.06","COP","2020-04-18T00:00:00.000","2020-04-20T00:00:00.000"
"3942.92","COP","2020-04-17T00:00:00.000","2020-04-17T00:00:00.000"
"3920.83","COP","2020-04-16T00:00:00.000","2020-04-16T00:00:00.000"
"3858.21","COP","2020-04-15T00:00:00.000","2020-04-15T00:00:00.000"
"3870.31","COP","2020-04-14T00:00:00.000","2020-04-14T00:00:00.000"
"3886.79","COP","2020-04-09T00:00:00.000","2020-04-13T00:00:00.000"
"3910.15","COP","2020-04-08T00:00:00.000","2020-04-08T00:00:00.000"
"3978.38","COP","2020-04-07T00:00:00.000","2020-04-07T00:00:00.000"
"4008.78","COP","2020-04-04T00:00:00.000","2020-04-06T00:00:00.000"
"4065.5","COP","2020-04-03T00:00:00.000","2020-04-03T00:00:00.000"
"4081.06","COP","2020-04-02T00:00:00.000","2020-04-02T00:00:00.000"
"4054.54","COP","2020-04-01T00:00:00.000","2020-04-01T00:00:00.000"
"4064.81","COP","2020-03-31T00:00:00.000","2020-03-31T00:00:00.000"
"4042.8","COP","2020-03-28T00:00:00.000","2020-03-30T00:00:00.000"
"3995.83","COP","2020-03-27T00:00:00.000","2020-03-27T00:00:00.000"
"4086.34","COP","2020-03-26T00:00:00.000","2020-03-26T00:00:00.000"
"4104.9","COP","2020-03-25T00:00:00.000","2020-03-25T00:00:00.000"
"4079.96","COP","2020-03-21T00:00:00.000","2020-03-24T00:00:00.000"
"4153.91","COP","2020-03-20T00:00:00.000","2020-03-20T00:00:00.000"
"4128.38","COP","2020-03-19T00:00:00.000","2020-03-19T00:00:00.000"
"4044.55","COP","2020-03-18T00:00:00.000","2020-03-18T00:00:00.000"
"4099.93","COP","2020-03-17T00:00:00.000","2020-03-17T00:00:00.000"
"3941.92","COP","2020-03-14T00:00:00.000","2020-03-16T00:00:00.000"
"4034.66","COP","2020-03-13T00:00:00.000","2020-03-13T00:00:00.000"
"3835.15","COP","2020-03-12T00:00:00.000","2020-03-12T00:00:00.000"
"3780.39","COP","2020-03-11T00:00:00.000","2020-03-11T00:00:00.000"
"3803.6","COP","2020-03-10T00:00:00.000","2020-03-10T00:00:00.000"
"3584.58","COP","2020-03-07T00:00:00.000","2020-03-09T00:00:00.000"
"3522.41","COP","2020-03-06T00:00:00.000","2020-03-06T00:00:00.000"
"3458.45","COP","2020-03-05T00:00:00.000","2020-03-05T00:00:00.000"
"3455.56","COP","2020-03-04T00:00:00.000","2020-03-04T00:00:00.000"
"3512.17","COP","2020-03-03T00:00:00.000","2020-03-03T00:00:00.000"
"3539.86","COP","2020-02-29T00:00:00.000","2020-03-02T00:00:00.000"
"3507.11","COP","2020-02-28T00:00:00.000","2020-02-28T00:00:00.000"
"3441.88","COP","2020-02-27T00:00:00.000","2020-02-27T00:00:00.000"
"3425.22","COP","2020-02-26T00:00:00.000","2020-02-26T00:00:00.000"
"3431.6","COP","2020-02-25T00:00:00.000","2020-02-25T00:00:00.000"
"3398.05","COP","2020-02-22T00:00:00.000","2020-02-24T00:00:00.000"
"3403.5","COP","2020-02-21T00:00:00.000","2020-02-21T00:00:00.000"
"3400.98","COP","2020-02-20T00:00:00.000","2020-02-20T00:00:00.000"
"3410.24","COP","2020-02-19T00:00:00.000","2020-02-19T00:00:00.000"
"3378.29","COP","2020-02-15T00:00:00.000","2020-02-18T00:00:00.000"
"3385.11","COP","2020-02-14T00:00:00.000","2020-02-14T00:00:00.000"
"3394.8","COP","2020-02-13T00:00:00.000","2020-02-13T00:00:00.000"
"3432.89","COP","2020-02-12T00:00:00.000","2020-02-12T00:00:00.000"
"3440.96","COP","2020-02-11T00:00:00.000","2020-02-11T00:00:00.000"
"3408.35","COP","2020-02-08T00:00:00.000","2020-02-10T00:00:00.000"
"3378.43","COP","2020-02-07T00:00:00.000","2020-02-07T00:00:00.000"
"3355.44","COP","2020-02-06T00:00:00.000","2020-02-06T00:00:00.000"
"3368.87","COP","2020-02-05T00:00:00.000","2020-02-05T00:00:00.000"
"3401.56","COP","2020-02-04T00:00:00.000","2020-02-04T00:00:00.000"
"3423.24","COP","2020-02-01T00:00:00.000","2020-02-03T00:00:00.000"
"3411.45","COP","2020-01-31T00:00:00.000","2020-01-31T00:00:00.000"
"3395.1","COP","2020-01-30T00:00:00.000","2020-01-30T00:00:00.000"
"3392.6","COP","2020-01-29T00:00:00.000","2020-01-29T00:00:00.000"
"3398.4","COP","2020-01-28T00:00:00.000","2020-01-28T00:00:00.000"
"3366.01","COP","2020-01-25T00:00:00.000","2020-01-27T00:00:00.000"
"3353.76","COP","2020-01-24T00:00:00.000","2020-01-24T00:00:00.000"
"3337.77","COP","2020-01-23T00:00:00.000","2020-01-23T00:00:00.000"
"3347.91","COP","2020-01-22T00:00:00.000","2020-01-22T00:00:00.000"
"3320.77","COP","2020-01-18T00:00:00.000","2020-01-21T00:00:00.000"
"3313.4","COP","2020-01-17T00:00:00.000","2020-01-17T00:00:00.000"
"3296.74","COP","2020-01-16T00:00:00.000","2020-01-16T00:00:00.000"
"3278.83","COP","2020-01-15T00:00:00.000","2020-01-15T00:00:00.000"
"3288.05","COP","2020-01-14T00:00:00.000","2020-01-14T00:00:00.000"
"3272.62","COP","2020-01-11T00:00:00.000","2020-01-13T00:00:00.000"
"3253.89","COP","2020-01-10T00:00:00.000","2020-01-10T00:00:00.000"
"3254.42","COP","2020-01-09T00:00:00.000","2020-01-09T00:00:00.000"
"3264.26","COP","2020-01-08T00:00:00.000","2020-01-08T00:00:00.000"
"3262.05","COP","2020-01-04T00:00:00.000","2020-01-07T00:00:00.000"
"3258.84","COP","2020-01-03T00:00:00.000","2020-01-03T00:00:00.000"
"3277.14","COP","2019-12-31T00:00:00.000","2020-01-02T00:00:00.000"
"3294.05","COP","2019-12-28T00:00:00.000","2019-12-30T00:00:00.000"
"3281.4","COP","2019-12-27T00:00:00.000","2019-12-27T00:00:00.000"
"3305.84","COP","2019-12-25T00:00:00.000","2019-12-26T00:00:00.000"
"3316.92","COP","2019-12-24T00:00:00.000","2019-12-24T00:00:00.000"
"3325.47","COP","2019-12-21T00:00:00.000","2019-12-23T00:00:00.000"
"3322.38","COP","2019-12-20T00:00:00.000","2019-12-20T00:00:00.000"
"3329.98","COP","2019-12-19T00:00:00.000","2019-12-19T00:00:00.000"
"3347.86","COP","2019-12-18T00:00:00.000","2019-12-18T00:00:00.000"
"3364.24","COP","2019-12-17T00:00:00.000","2019-12-17T00:00:00.000"
"3374.29","COP","2019-12-14T00:00:00.000","2019-12-16T00:00:00.000"
"3372.23","COP","2019-12-13T00:00:00.000","2019-12-13T00:00:00.000"
"3387.73","COP","2019-12-12T00:00:00.000","2019-12-12T00:00:00.000"
"3418.61","COP","2019-12-11T00:00:00.000","2019-12-11T00:00:00.000"
"3418.48","COP","2019-12-10T00:00:00.000","2019-12-10T00:00:00.000"
"3430.31","COP","2019-12-07T00:00:00.000","2019-12-09T00:00:00.000"
"3459.97","COP","2019-12-06T00:00:00.000","2019-12-06T00:00:00.000"
"3478.57","COP","2019-12-05T00:00:00.000","2019-12-05T00:00:00.000"
"3506.67","COP","2019-12-04T00:00:00.000","2019-12-04T00:00:00.000"
"3508.39","COP","2019-12-03T00:00:00.000","2019-12-03T00:00:00.000"
"3522.48","COP","2019-11-30T00:00:00.000","2019-12-02T00:00:00.000"
"3502.92","COP","2019-11-28T00:00:00.000","2019-11-29T00:00:00.000"
"3469.01","COP","2019-11-27T00:00:00.000","2019-11-27T00:00:00.000"
"3433.94","COP","2019-11-26T00:00:00.000","2019-11-26T00:00:00.000"
"3410.77","COP","2019-11-23T00:00:00.000","2019-11-25T00:00:00.000"
"3440.66","COP","2019-11-22T00:00:00.000","2019-11-22T00:00:00.000"
"3445.95","COP","2019-11-21T00:00:00.000","2019-11-21T00:00:00.000"
"3434.49","COP","2019-11-20T00:00:00.000","2019-11-20T00:00:00.000"
"3447.74","COP","2019-11-19T00:00:00.000","2019-11-19T00:00:00.000"
"3421.26","COP","2019-11-16T00:00:00.000","2019-11-18T00:00:00.000"
"3452.67","COP","2019-11-15T00:00:00.000","2019-11-15T00:00:00.000"
"3441.89","COP","2019-11-14T00:00:00.000","2019-11-14T00:00:00.000"
"3384.21","COP","2019-11-13T00:00:00.000","2019-11-13T00:00:00.000"
"3341.01","COP","2019-11-09T00:00:00.000","2019-11-12T00:00:00.000"
"3327.02","COP","2019-11-08T00:00:00.000","2019-11-08T00:00:00.000"
"3319.64","COP","2019-11-07T00:00:00.000","2019-11-07T00:00:00.000"
"3318.47","COP","2019-11-06T00:00:00.000","2019-11-06T00:00:00.000"
"3339.19","COP","2019-11-02T00:00:00.000","2019-11-05T00:00:00.000"
"3383.29","COP","2019-11-01T00:00:00.000","2019-11-01T00:00:00.000"
"3389.94","COP","2019-10-31T00:00:00.000","2019-10-31T00:00:00.000"
"3380.9","COP","2019-10-30T00:00:00.000","2019-10-30T00:00:00.000"
"3382.19","COP","2019-10-29T00:00:00.000","2019-10-29T00:00:00.000"
"3395.25","COP","2019-10-26T00:00:00.000","2019-10-28T00:00:00.000"
"3387.72","COP","2019-10-25T00:00:00.000","2019-10-25T00:00:00.000"
"3409.29","COP","2019-10-24T00:00:00.000","2019-10-24T00:00:00.000"
"3430.3","COP","2019-10-23T00:00:00.000","2019-10-23T00:00:00.000"
"3442.78","COP","2019-10-22T00:00:00.000","2019-10-22T00:00:00.000"
"3428.63","COP","2019-10-19T00:00:00.000","2019-10-21T00:00:00.000"
"3465.35","COP","2019-10-18T00:00:00.000","2019-10-18T00:00:00.000"
"3459.55","COP","2019-10-17T00:00:00.000","2019-10-17T00:00:00.000"
"3451.33","COP","2019-10-16T00:00:00.000","2019-10-16T00:00:00.000"
"3431.46","COP","2019-10-12T00:00:00.000","2019-10-15T00:00:00.000"
"3458.42","COP","2019-10-11T00:00:00.000","2019-10-11T00:00:00.000"
"3454.56","COP","2019-10-10T00:00:00.000","2019-10-10T00:00:00.000"
"3452.57","COP","2019-10-09T00:00:00.000","2019-10-09T00:00:00.000"
"3445.76","COP","2019-10-08T00:00:00.000","2019-10-08T00:00:00.000"
"3430.28","COP","2019-10-05T00:00:00.000","2019-10-07T00:00:00.000"
"3467.6","COP","2019-10-04T00:00:00.000","2019-10-04T00:00:00.000"
"3497.34","COP","2019-10-03T00:00:00.000","2019-10-03T00:00:00.000"
"3491.29","COP","2019-10-02T00:00:00.000","2019-10-02T00:00:00.000"
"3477.45","COP","2019-10-01T00:00:00.000","2019-10-01T00:00:00.000"
"3462.01","COP","2019-09-28T00:00:00.000","2019-09-30T00:00:00.000"
"3435.71","COP","2019-09-27T00:00:00.000","2019-09-27T00:00:00.000"
"3451.02","COP","2019-09-26T00:00:00.000","2019-09-26T00:00:00.000"
"3438.66","COP","2019-09-25T00:00:00.000","2019-09-25T00:00:00.000"
"3437.78","COP","2019-09-24T00:00:00.000","2019-09-24T00:00:00.000"
"3402.32","COP","2019-09-21T00:00:00.000","2019-09-23T00:00:00.000"
"3377.72","COP","2019-09-20T00:00:00.000","2019-09-20T00:00:00.000"
"3377.79","COP","2019-09-19T00:00:00.000","2019-09-19T00:00:00.000"
"3380.92","COP","2019-09-18T00:00:00.000","2019-09-18T00:00:00.000"
"3364.43","COP","2019-09-17T00:00:00.000","2019-09-17T00:00:00.000"
"3356.15","COP","2019-09-14T00:00:00.000","2019-09-16T00:00:00.000"
"3359.2","COP","2019-09-13T00:00:00.000","2019-09-13T00:00:00.000"
"3372.48","COP","2019-09-12T00:00:00.000","2019-09-12T00:00:00.000"
"3373.75","COP","2019-09-11T00:00:00.000","2019-09-11T00:00:00.000"
"3368.8","COP","2019-09-10T00:00:00.000","2019-09-10T00:00:00.000"
"3361.7","COP","2019-09-07T00:00:00.000","2019-09-09T00:00:00.000"
"3377.39","COP","2019-09-06T00:00:00.000","2019-09-06T00:00:00.000"
"3401.04","COP","2019-09-05T00:00:00.000","2019-09-05T00:00:00.000"
"3438.61","COP","2019-09-04T00:00:00.000","2019-09-04T00:00:00.000"
"3427.29","COP","2019-08-31T00:00:00.000","2019-09-03T00:00:00.000"
"3464.15","COP","2019-08-30T00:00:00.000","2019-08-30T00:00:00.000"
"3477.53","COP","2019-08-29T00:00:00.000","2019-08-29T00:00:00.000"
"3457.89","COP","2019-08-28T00:00:00.000","2019-08-28T00:00:00.000"
"3432.85","COP","2019-08-27T00:00:00.000","2019-08-27T00:00:00.000"
"3399.95","COP","2019-08-24T00:00:00.000","2019-08-26T00:00:00.000"
"3376.99","COP","2019-08-23T00:00:00.000","2019-08-23T00:00:00.000"
"3385.28","COP","2019-08-22T00:00:00.000","2019-08-22T00:00:00.000"
"3420.99","COP","2019-08-21T00:00:00.000","2019-08-21T00:00:00.000"
"3441.4","COP","2019-08-17T00:00:00.000","2019-08-20T00:00:00.000"
"3447.76","COP","2019-08-16T00:00:00.000","2019-08-16T00:00:00.000"
"3449.27","COP","2019-08-15T00:00:00.000","2019-08-15T00:00:00.000"
"3407.76","COP","2019-08-14T00:00:00.000","2019-08-14T00:00:00.000"
"3436.26","COP","2019-08-13T00:00:00.000","2019-08-13T00:00:00.000"
"3382.71","COP","2019-08-10T00:00:00.000","2019-08-12T00:00:00.000"
"3394.61","COP","2019-08-09T00:00:00.000","2019-08-09T00:00:00.000"
"3431.28","COP","2019-08-07T00:00:00.000","2019-08-08T00:00:00.000"
"3459.47","COP","2019-08-06T00:00:00.000","2019-08-06T00:00:00.000"
"3365.78","COP","2019-08-03T00:00:00.000","2019-08-05T00:00:00.000"
"3329.23","COP","2019-08-02T00:00:00.000","2019-08-02T00:00:00.000"
"3291.79","COP","2019-08-01T00:00:00.000","2019-08-01T00:00:00.000"
"3296.85","COP","2019-07-31T00:00:00.000","2019-07-31T00:00:00.000"
"3262.81","COP","2019-07-30T00:00:00.000","2019-07-30T00:00:00.000"
"3233.26","COP","2019-07-27T00:00:00.000","2019-07-29T00:00:00.000"
"3213.09","COP","2019-07-26T00:00:00.000","2019-07-26T00:00:00.000"
"3194.67","COP","2019-07-25T00:00:00.000","2019-07-25T00:00:00.000"
"3188.01","COP","2019-07-24T00:00:00.000","2019-07-24T00:00:00.000"
"3177.76","COP","2019-07-23T00:00:00.000","2019-07-23T00:00:00.000"
"3169.51","COP","2019-07-20T00:00:00.000","2019-07-22T00:00:00.000"
"3183.01","COP","2019-07-19T00:00:00.000","2019-07-19T00:00:00.000"
"3189.21","COP","2019-07-18T00:00:00.000","2019-07-18T00:00:00.000"
"3199.72","COP","2019-07-17T00:00:00.000","2019-07-17T00:00:00.000"
"3190.66","COP","2019-07-16T00:00:00.000","2019-07-16T00:00:00.000"
"3190.33","COP","2019-07-13T00:00:00.000","2019-07-15T00:00:00.000"
"3197.5","COP","2019-07-12T00:00:00.000","2019-07-12T00:00:00.000"
"3212.91","COP","2019-07-11T00:00:00.000","2019-07-11T00:00:00.000"
"3223.67","COP","2019-07-10T00:00:00.000","2019-07-10T00:00:00.000"
"3207.66","COP","2019-07-09T00:00:00.000","2019-07-09T00:00:00.000"
"3217.18","COP","2019-07-06T00:00:00.000","2019-07-08T00:00:00.000"
"3206.92","COP","2019-07-04T00:00:00.000","2019-07-05T00:00:00.000"
"3211.06","COP","2019-07-03T00:00:00.000","2019-07-03T00:00:00.000"
"3205.67","COP","2019-06-29T00:00:00.000","2019-07-02T00:00:00.000"
"3197.23","COP","2019-06-28T00:00:00.000","2019-06-28T00:00:00.000"
"3177.94","COP","2019-06-27T00:00:00.000","2019-06-27T00:00:00.000"
"3187.15","COP","2019-06-26T00:00:00.000","2019-06-26T00:00:00.000"
"3191.17","COP","2019-06-22T00:00:00.000","2019-06-25T00:00:00.000"
"3202.01","COP","2019-06-21T00:00:00.000","2019-06-21T00:00:00.000"
"3248.91","COP","2019-06-20T00:00:00.000","2019-06-20T00:00:00.000"
"3264.98","COP","2019-06-19T00:00:00.000","2019-06-19T00:00:00.000"
"3286.63","COP","2019-06-18T00:00:00.000","2019-06-18T00:00:00.000"
"3270.7","COP","2019-06-15T00:00:00.000","2019-06-17T00:00:00.000"
"3266.72","COP","2019-06-14T00:00:00.000","2019-06-14T00:00:00.000"
"3264.47","COP","2019-06-13T00:00:00.000","2019-06-13T00:00:00.000"
"3249.56","COP","2019-06-12T00:00:00.000","2019-06-12T00:00:00.000"
"3257.06","COP","2019-06-11T00:00:00.000","2019-06-11T00:00:00.000"
"3274.72","COP","2019-06-08T00:00:00.000","2019-06-10T00:00:00.000"
"3288.69","COP","2019-06-07T00:00:00.000","2019-06-07T00:00:00.000"
"3296.87","COP","2019-06-06T00:00:00.000","2019-06-06T00:00:00.000"
"3306.37","COP","2019-06-05T00:00:00.000","2019-06-05T00:00:00.000"
"3377.16","COP","2019-06-01T00:00:00.000","2019-06-04T00:00:00.000"
"3357.82","COP","2019-05-31T00:00:00.000","2019-05-31T00:00:00.000"
"3375.29","COP","2019-05-30T00:00:00.000","2019-05-30T00:00:00.000"
"3362.48","COP","2019-05-29T00:00:00.000","2019-05-29T00:00:00.000"
"3358.84","COP","2019-05-25T00:00:00.000","2019-05-28T00:00:00.000"
"3368.76","COP","2019-05-24T00:00:00.000","2019-05-24T00:00:00.000"
"3340.96","COP","2019-05-23T00:00:00.000","2019-05-23T00:00:00.000"
"3344.45","COP","2019-05-22T00:00:00.000","2019-05-22T00:00:00.000"
"3342.21","COP","2019-05-21T00:00:00.000","2019-05-21T00:00:00.000"
"3313.72","COP","2019-05-18T00:00:00.000","2019-05-20T00:00:00.000"
"3290.27","COP","2019-05-17T00:00:00.000","2019-05-17T00:00:00.000"
"3295.51","COP","2019-05-16T00:00:00.000","2019-05-16T00:00:00.000"
"3285.14","COP","2019-05-15T00:00:00.000","2019-05-15T00:00:00.000"
"3299.01","COP","2019-05-14T00:00:00.000","2019-05-14T00:00:00.000"
"3274.3","COP","2019-05-11T00:00:00.000","2019-05-13T00:00:00.000"
"3293.62","COP","2019-05-10T00:00:00.000","2019-05-10T00:00:00.000"
"3290.12","COP","2019-05-09T00:00:00.000","2019-05-09T00:00:00.000"
"3288.81","COP","2019-05-08T00:00:00.000","2019-05-08T00:00:00.000"
"3254.03","COP","2019-05-07T00:00:00.000","2019-05-07T00:00:00.000"
"3240.44","COP","2019-05-04T00:00:00.000","2019-05-06T00:00:00.000"
"3262.17","COP","2019-05-03T00:00:00.000","2019-05-03T00:00:00.000"
"3233.97","COP","2019-05-01T00:00:00.000","2019-05-02T00:00:00.000"
"3247.72","COP","2019-04-30T00:00:00.000","2019-04-30T00:00:00.000"
"3227.79","COP","2019-04-27T00:00:00.000","2019-04-29T00:00:00.000"
"3237.98","COP","2019-04-26T00:00:00.000","2019-04-26T00:00:00.000"
"3213.23","COP","2019-04-25T00:00:00.000","2019-04-25T00:00:00.000"
"3177.94","COP","2019-04-24T00:00:00.000","2019-04-24T00:00:00.000"
"3149.99","COP","2019-04-23T00:00:00.000","2019-04-23T00:00:00.000"
"3160.48","COP","2019-04-18T00:00:00.000","2019-04-22T00:00:00.000"
"3160.87","COP","2019-04-17T00:00:00.000","2019-04-17T00:00:00.000"
"3136.69","COP","2019-04-16T00:00:00.000","2019-04-16T00:00:00.000"
"3109.32","COP","2019-04-13T00:00:00.000","2019-04-15T00:00:00.000"
"3113.91","COP","2019-04-12T00:00:00.000","2019-04-12T00:00:00.000"
"3095.66","COP","2019-04-11T00:00:00.000","2019-04-11T00:00:00.000"
"3105.2","COP","2019-04-10T00:00:00.000","2019-04-10T00:00:00.000"
"3115.22","COP","2019-04-09T00:00:00.000","2019-04-09T00:00:00.000"
"3126.2","COP","2019-04-06T00:00:00.000","2019-04-08T00:00:00.000"
"3132.78","COP","2019-04-05T00:00:00.000","2019-04-05T00:00:00.000"
"3128.47","COP","2019-04-04T00:00:00.000","2019-04-04T00:00:00.000"
"3143.36","COP","2019-04-03T00:00:00.000","2019-04-03T00:00:00.000"
"3146.81","COP","2019-04-02T00:00:00.000","2019-04-02T00:00:00.000"
"3174.79","COP","2019-03-30T00:00:00.000","2019-04-01T00:00:00.000"
"3190.94","COP","2019-03-29T00:00:00.000","2019-03-29T00:00:00.000"
"3186.43","COP","2019-03-28T00:00:00.000","2019-03-28T00:00:00.000"
"3145.55","COP","2019-03-27T00:00:00.000","2019-03-27T00:00:00.000"
"3126.19","COP","2019-03-23T00:00:00.000","2019-03-26T00:00:00.000"
"3082.45","COP","2019-03-22T00:00:00.000","2019-03-22T00:00:00.000"
"3092.39","COP","2019-03-21T00:00:00.000","2019-03-21T00:00:00.000"
"3095.39","COP","2019-03-20T00:00:00.000","2019-03-20T00:00:00.000"
"3102.25","COP","2019-03-19T00:00:00.000","2019-03-19T00:00:00.000"
"3123.28","COP","2019-03-16T00:00:00.000","2019-03-18T00:00:00.000"
"3144.42","COP","2019-03-15T00:00:00.000","2019-03-15T00:00:00.000"
"3145.53","COP","2019-03-14T00:00:00.000","2019-03-14T00:00:00.000"
"3153.2","COP","2019-03-13T00:00:00.000","2019-03-13T00:00:00.000"
"3168.35","COP","2019-03-12T00:00:00.000","2019-03-12T00:00:00.000"
"3162.4","COP","2019-03-09T00:00:00.000","2019-03-11T00:00:00.000"
"3120.04","COP","2019-03-08T00:00:00.000","2019-03-08T00:00:00.000"
"3106.16","COP","2019-03-07T00:00:00.000","2019-03-07T00:00:00.000"
"3099.12","COP","2019-03-06T00:00:00.000","2019-03-06T00:00:00.000"
"3093.79","COP","2019-03-05T00:00:00.000","2019-03-05T00:00:00.000"
"3091.49","COP","2019-03-02T00:00:00.000","2019-03-04T00:00:00.000"
"3077.35","COP","2019-03-01T00:00:00.000","2019-03-01T00:00:00.000"
"3072.01","COP","2019-02-28T00:00:00.000","2019-02-28T00:00:00.000"
"3095.29","COP","2019-02-27T00:00:00.000","2019-02-27T00:00:00.000"
"3101.41","COP","2019-02-26T00:00:00.000","2019-02-26T00:00:00.000"
"3110.29","COP","2019-02-23T00:00:00.000","2019-02-25T00:00:00.000"
"3119.42","COP","2019-02-22T00:00:00.000","2019-02-22T00:00:00.000"
"3112.18","COP","2019-02-21T00:00:00.000","2019-02-21T00:00:00.000"
"3118.36","COP","2019-02-20T00:00:00.000","2019-02-20T00:00:00.000"
"3141.4","COP","2019-02-16T00:00:00.000","2019-02-19T00:00:00.000"
"3155.27","COP","2019-02-15T00:00:00.000","2019-02-15T00:00:00.000"
"3135.56","COP","2019-02-14T00:00:00.000","2019-02-14T00:00:00.000"
"3131.1","COP","2019-02-13T00:00:00.000","2019-02-13T00:00:00.000"
"3132.61","COP","2019-02-12T00:00:00.000","2019-02-12T00:00:00.000"
"3115.94","COP","2019-02-09T00:00:00.000","2019-02-11T00:00:00.000"
"3110.46","COP","2019-02-08T00:00:00.000","2019-02-08T00:00:00.000"
"3108.54","COP","2019-02-07T00:00:00.000","2019-02-07T00:00:00.000"
"3094.05","COP","2019-02-06T00:00:00.000","2019-02-06T00:00:00.000"
"3089.4","COP","2019-02-05T00:00:00.000","2019-02-05T00:00:00.000"
"3102.61","COP","2019-02-02T00:00:00.000","2019-02-04T00:00:00.000"
"3115.7","COP","2019-02-01T00:00:00.000","2019-02-01T00:00:00.000"
"3163.46","COP","2019-01-31T00:00:00.000","2019-01-31T00:00:00.000"
"3157.52","COP","2019-01-30T00:00:00.000","2019-01-30T00:00:00.000"
"3167.86","COP","2019-01-29T00:00:00.000","2019-01-29T00:00:00.000"
"3150.58","COP","2019-01-26T00:00:00.000","2019-01-28T00:00:00.000"
"3160.52","COP","2019-01-25T00:00:00.000","2019-01-25T00:00:00.000"
"3146.14","COP","2019-01-24T00:00:00.000","2019-01-24T00:00:00.000"
"3136.59","COP","2019-01-23T00:00:00.000","2019-01-23T00:00:00.000"
"3120.56","COP","2019-01-19T00:00:00.000","2019-01-22T00:00:00.000"
"3140.19","COP","2019-01-18T00:00:00.000","2019-01-18T00:00:00.000"
"3124.96","COP","2019-01-17T00:00:00.000","2019-01-17T00:00:00.000"
"3137.66","COP","2019-01-16T00:00:00.000","2019-01-16T00:00:00.000"
"3143.22","COP","2019-01-15T00:00:00.000","2019-01-15T00:00:00.000"
"3151.49","COP","2019-01-12T00:00:00.000","2019-01-14T00:00:00.000"
"3136.49","COP","2019-01-11T00:00:00.000","2019-01-11T00:00:00.000"
"3128.07","COP","2019-01-10T00:00:00.000","2019-01-10T00:00:00.000"
"3164.75","COP","2019-01-09T00:00:00.000","2019-01-09T00:00:00.000"
"3208.56","COP","2019-01-05T00:00:00.000","2019-01-08T00:00:00.000"
"3241.2","COP","2019-01-04T00:00:00.000","2019-01-04T00:00:00.000"
"3250.01","COP","2019-01-03T00:00:00.000","2019-01-03T00:00:00.000"
"3249.75","COP","2018-12-29T00:00:00.000","2019-01-02T00:00:00.000"
"3275.01","COP","2018-12-28T00:00:00.000","2018-12-28T00:00:00.000"
"3289.69","COP","2018-12-27T00:00:00.000","2018-12-27T00:00:00.000"
"3285.51","COP","2018-12-25T00:00:00.000","2018-12-26T00:00:00.000"
"3285.34","COP","2018-12-22T00:00:00.000","2018-12-24T00:00:00.000"
"3246.86","COP","2018-12-21T00:00:00.000","2018-12-21T00:00:00.000"
